Nombre_de_Curso,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Auxiliar,Detalle
3662 LEGISLACION 1 (DIPLOMADO),B,PRESENCIAL,T-1,L-II-2,09:50,10:40,MA  JU,OSCAR APARICIO SEGURA MONZON,,Sin restricciones
0283 ANALISIS Y DISE\O DE SISTEMAS 1,B,HÍBRIDA,0000,00000000,10:40,12:20,MI,RONALD GEOVANY ORDOÑEZ XILOJ,,Sin restricciones
0720 MODELACION Y SIMULACION 2,B,VIRTUAL,0000,00000000,10:40,12:20,VI,PABLO JAVIER BATZ CONTRERAS,,Sin restricciones
0770 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,B,HÍBRIDA,0000,00000000,19:00,20:40,JU,SEBASTIAN ALEJANDRO VELASQUEZ BONILLA,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,B,HÍBRIDA,0000,00000000,19:00,20:40,VI,DAYANA ALEJANDRA REYES RODRÍGUEZ,,Sin restricciones
0772 ESTRUCTURAS DE DATOS,B,HÍBRIDA,0000,00000000,13:10,14:50,VI,LUIS ENRIQUE GARCIA GUTIERREZ,,Sin restricciones
0773 MANEJO E IMPLEMENTACION DE ARCHIVOS,B,HÍBRIDA,0000,00000000,14:50,16:30,JU,KEVIN ERNESTO GARCÍA HERNÁNDEZ,,Sin restricciones
0774 SISTEMAS DE BASES DE DATOS 1,B,HÍBRIDA,0000,00000000,19:00,20:40,VI,RONY ORMANDY ORTÍZ ALVAREZ,,Sin restricciones
0775 SISTEMAS DE BASES DE DATOS 2,B,HÍBRIDA,0000,00000000,10:30,12:10,SA,DIEGO ANDRÉ MAZARIEGOS BARRIENTOS,,Sin restricciones
0777 ORGANIZACION DE LENGUAJES Y COMPILADORES 1,B,HÍBRIDA,0000,00000000,10:40,12:20,LU,DIEGO FACUNDO PÉREZ NICOLAU,,Sin restricciones
0778 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,B,PRESENCIAL,T-3,309,13:50,15:30,SA,JORGE MARIO CASTAÑEDA CRAGUA,,Sin restricciones
0779 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,B,PRESENCIAL,T-3,402,10:30,12:10,SA,DANNY EDUARDO CUXUM SÁNCHEZ,,Sin restricciones
0780 SOFTWARE AVANZADO,B,HÍBRIDA,0000,00000000,16:30,18:10,VI,DIEGO RENE MOLINA ROLDAN,,Sin restricciones
0781 ORGANIZACION DE LENGUAJES Y COMPILADORES 2,B,HÍBRIDA,0000,00000000,16:30,18:10,JU,DAMIÁN IGNACIO PEÑA AFRE,,Sin restricciones
0785 ANALISIS Y DISE\O DE SISTEMAS 2,B,HÍBRIDA,0000,00000000,15:40,17:20,MI,LUIS ANGEL BARRERA VELÁSQUEZ,,Sin restricciones
0797 SEMINARIO DE SISTEMAS I,B,HÍBRIDA,0000,00000000,09:50,11:30,LU,CAMILO ERNESTO SINCAL SIPAC,,Sin restricciones
0964 ORGANIZACION COMPUTACIONAL,B,PRESENCIAL,T-3,311,10:30,12:10,SA,JOSEPH JEFERSON MARROQUÍN MONROY,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,B,PRESENCIAL,T-3,110,10:40,11:30,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,B,PRESENCIAL,T-3,311,11:30,12:20,MA  JU,JAVIER ANTONIO CERÓN ROSALES,,Sin restricciones
0632 INGENIERIA DE PLANTAS,B,PRESENCIAL,T-3,112,07:10,08:50,SA,VICTOR MANUEL AVILA SARMIENTO,,Sin restricciones
0640 CONTROL DE LA PRODUCCION,B,PRESENCIAL,T-3,316,08:50,10:30,SA,GLADYS MARÍA ESTRADA QUINTANILLA,,Sin restricciones
0650 CONTABILIDAD 1,B,PRESENCIAL,T-3,111,08:50,10:30,SA,OWEN TORRES RIVERA,,Sin restricciones
0660 MERCADOTECNIA 1,B,PRESENCIAL,T-3,112,13:50,15:30,SA,JUAN CARLOS GODINEZ OROZCO,,Sin restricciones
0732 ESTADISTICA 1,B,PRESENCIAL,T-3,110,08:00,08:50,VI,JOSUE DAVID SOTOY JULAJUJ,,Sin restricciones
0734 ESTADISTICA 2,B,PRESENCIAL,T-3,111,09:00,09:50,VI,WALTER DODANIM LÓPEZ GÓMEZ,,Sin restricciones
0152 FISICA 2,B+,PRESENCIAL,T-1,SA-VIRT,10:40,11:30,LU MA MI  VI,WALTER GIOVANNI ALVAREZ MARROQUIN,MYNOR DAVID RAMÍREZ ORELLANA,Ver Restricciones
0170 MECANICA ANALITICA 1,B+,PRESENCIAL,T-3,210,12:20,13:10,LU MA MI  VI,CESAR ABIGAIL GARCIA NAJERA,JOSÉ LUIS MARTÍNEZ CONTRERAS,Ver Restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,B+,PRESENCIAL,T-3,210,10:40,11:30,LU MA MI  VI,ADELA MARIA MARROQUIN GONZALEZ,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,B+,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA,DAVID ESTUARDO MORALES AJCOT,,Ver Restricciones
2025 PRACTICAS INICIALES,B+,PRESENCIAL,S-12,308,09:00,10:40,JU,SIGRID ALITZA CALDERON DE LEON,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,B+,HÍBRIDA,0000,00000000,17:20,19:00,MA,HERBERTH ABISAI AVILA RUIZ,,Sin restricciones
0152 FISICA 2,B-,PRESENCIAL,T-3,309,10:40,11:30,LU MA MI  VI,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,MYNOR DAVID RAMÍREZ ORELLANA,Ver Restricciones
0170 MECANICA ANALITICA 1,B-,PRESENCIAL,T-3,209,12:20,13:10,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,JOSÉ LUIS MARTÍNEZ CONTRERAS,Ver Restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,B-,PRESENCIAL,T-3,209,10:40,11:30,LU MA MI  VI,BYRON RENE AGUILAR UCK,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,B-,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA,ZULMA KARINA AGUIRRE ORDONEZ,,Ver Restricciones
2025 PRACTICAS INICIALES,B-,PRESENCIAL,S-12,304,09:00,10:40,JU,JAIME HUMBERTO BATTEN ESQUIVEL,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,B-,HÍBRIDA,0000,00000000,17:20,19:00,MA,JONATAN LEONEL GARCIA ARANA,,Sin restricciones
9000 P.A.P. DE MATEMATICA PARA INGENIERIA,B1,PRESENCIAL,S-12,301,08:00,08:50,LU MA MI JU VI,TONY YOBANY BARRERA DONIS,,Sin restricciones
0147 FISICA BASICA,B1,PRESENCIAL,S-11,LAB-FIS2,10:40,12:20,MI,MYNOR DAVID RAMÍREZ ORELLANA,,Sin restricciones
0150 FISICA 1,B1,PRESENCIAL,S-11,LAB-FIS1,09:00,10:40,MA,MYNOR DAVID RAMÍREZ ORELLANA,,Sin restricciones
0152 FISICA 2,B1,PRESENCIAL,S-11,LAB-FIS2,09:00,10:40,JU,MYNOR DAVID RAMÍREZ ORELLANA,,Sin restricciones
0348 QUIMICA GENERAL 1,B1,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,VI,JEREMY EMMANUEL BARRIOS ARANA,,Sin restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,B1,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,VI,NIBSON SAMUEL CARÍAS JUÁREZ,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,B1,PRESENCIAL,T-7,CNC,19:00,20:40,LU,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0147 FISICA BASICA,B2,PRESENCIAL,S-11,LAB-FIS1,10:40,12:20,MI,LUIS ROBERTO CABRERA LORENZO,,Sin restricciones
0150 FISICA 1,B2,PRESENCIAL,S-11,LAB-FIS2,09:00,10:40,MA,LUIS ROBERTO CABRERA LORENZO,,Sin restricciones
0152 FISICA 2,B2,PRESENCIAL,S-11,LAB-FIS1,09:00,10:40,JU,SERGIO LUIS VALDÉZ PÉREZ,,Sin restricciones
0348 QUIMICA GENERAL 1,B2,PRESENCIAL,T-5,LAB-Q2,10:40,12:20,VI,MARÍA DE LOS ANGELES MIRANDA DUARTE,,Sin restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,B2,PRESENCIAL,T-5,LAB-Q1,07:10,08:50,JU,ADELA MARIA MARROQUIN GONZALEZ,,Sin restricciones
0147 FISICA BASICA,B3,PRESENCIAL,S-11,LAB-FIS3,10:40,12:20,MI,LUIS ENRIQUE IZQUIERDO OCHOA,,Sin restricciones
0150 FISICA 1,B3,PRESENCIAL,S-11,LAB-FIS3,09:00,10:40,MA,HECTOR MAURICIO CACERES LARA,,Sin restricciones
0152 FISICA 2,B3,PRESENCIAL,S-11,LAB-FIS3,09:00,10:40,JU,LUIS ROBERTO CABRERA LORENZO,,Sin restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,B3,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,VI,NIBSON SAMUEL CARÍAS JUÁREZ,,Sin restricciones
0150 FISICA 1,BV,HÍBRIDA,HIBR,VIRTUAL,08:00,08:50,LU  MI JU VI,BRIAN  ENRIQUE CHICOL  MORALES,WALTER JOSUÉ OROZCO AGUIRRE,Sin restricciones
0236 SISTEMAS DE CONTROL 1,.C,PRESENCIAL,T-1,LABSISC,10:40,11:30,VI,MIGUEL VENTURA PEREZ,,Sin restricciones
0246 ELECTRONICA 3,.C,PRESENCIAL,T-1,LAB-ELEC,15:40,16:30,VI,HILDA FABIOLA ESPAÑA GIRÓN,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,.C,PRESENCIAL,T-7,CNC,14:00,15:40,MA,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_C,PRESENCIAL,T-1,LAB ELEC,10:40,12:20,MI,ANA MARÍA NAVARRO  OROZCO,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,_C,PRESENCIAL,T-1,LAB ELEC,13:10,14:50,MI,EDGAR YANUARIO LAJ HUN,,Sin restricciones
0204 CIRCUITOS ELECTRICOS 1,_C,PRESENCIAL,T-1,LAB-CIRC,17:20,19:00,MI,JULIO ROLANDO BARRIOS ARCHILA,,Sin restricciones
0206 CIRCUITOS ELECTRICOS 2,_C,PRESENCIAL,T-1,LAB-CIRC,14:00,15:40,JU,JORGE MARIO SITAVI COS,,Sin restricciones
0208 INSTALACIONES ELECTRICAS,_C,PRESENCIAL,T-1,LAB-INST,12:10,13:50,SA,CARLOS ALBERTO NAVARRO FUENTES,,Sin restricciones
0210 TEORIA ELECTROMAGNETICA 1,_C,PRESENCIAL,T-1,LAB TEO,07:10,08:50,SA,MATILDE LUCRECIA MARTINEZ AGUIRRE,,Sin restricciones
0230 INSTRUMENTACION ELECTRICA,_C,PRESENCIAL,T-1,LAB-ELEC,13:10,14:50,MI,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0232 ELECTRONICA  1,_C,PRESENCIAL,T-1,LAB-ELEC,14:00,14:50,VI,HUGO LEONEL TIUL VALENZUELA,,Sin restricciones
0234 ELECTRONICA 4,_C,PRESENCIAL,T-1,LAB-ELEC,14:50,15:40,LU,CARLOS EDUARDO GUZMAN SALAZAR,,Sin restricciones
0236 SISTEMAS DE CONTROL 1,_C,PRESENCIAL,T-1,LABSISC,14:00,14:50,MI,HUGO LEONEL TIUL VALENZUELA,,Sin restricciones
0240 ELECTRONICA 2,_C,PRESENCIAL,T-1,LAB-ELEC,16:30,17:20,VI,HUGO LEONEL TIUL VALENZUELA,,Sin restricciones
0243 COMUNICACIONES 4,_C,PRESENCIAL,T-1,LAB-ELEC,19:50,20:40,MA,INGRID SALOME RODRIGUEZ DE LOUKOTA,,Sin restricciones
0245 COMUNICACIONES 3,_C,PRESENCIAL,T-1,LAB-ELEC,17:20,18:10,VI,CHRISTIAN ANTONIO ORELLANA LÓPEZ,,Sin restricciones
0246 ELECTRONICA 3,_C,PRESENCIAL,T-1,LAB-ELEC,14:50,15:40,LU,HILDA FABIOLA ESPAÑA GIRÓN,,Sin restricciones
0248 ELECTRONICA 5,_C,PRESENCIAL,T-1,LAB-ELEC,18:10,19:00,MI,HILDA FABIOLA ESPAÑA GIRÓN,,Sin restricciones
0258 MAQUINAS HIDRAULICAS,_C,PRESENCIAL,T-7,LAB-MEC,12:20,14:00,MI,HERBERT SAMUEL FIGUEROA AVENDAÑO,,Sin restricciones
0354 QUIMICA 3,_C,PRESENCIAL,T-5,LAB-Q1,15:40,18:10,MI,CINTHYA PATRICIA ORTIZ QUIROA,,Sin restricciones
0358 QUIMICA ORGANICA 1,_C,PRESENCIAL,T-5,LAB-Q2,13:10,15:40,JU,ERWIN MANUEL ORTIZ CASTILLO,,Sin restricciones
0362 ANALISIS CUALITATIVO,_C,PRESENCIAL,T-5,LAB-Q2,13:10,15:40,MA,ADELA MARIA MARROQUIN GONZALEZ,JOSE ALBERTO MEDINA CALGUA,Sin restricciones
0454 METALURGIA Y METALOGRAFIA,_C,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,MI,HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones
0462 ELECTRICIDAD Y ELECTRONICA BASICA,_C,PRESENCIAL,T-1,LAB EEB,10:40,12:20,MI,MARIO ALBERTO REYES CALDERÓN,,Sin restricciones
0502 REFRIGERACION Y AIRE ACONDICIONADO,_C,PRESENCIAL,T-7,LAB-MEC,16:30,18:10,MI,LUIS ALFREDO ASTURIAS ZUNIGA,,Sin restricciones
0504 MOTORES DE COMBUSTION INTERNA,_C,PRESENCIAL,T-7,LAB-MEC,18:10,19:50,JU,BYRON GIOVANNI PALACIOS COLINDRES,,Sin restricciones
0510 INSTALACIONES MECANICAS,_C,PRESENCIAL,T-7,INST-MEC,18:10,19:50,MI,PABLO RODOLFO ZUÑIGA RAMIREZ,,Sin restricciones
0520 PROCESOS DE MANUFACTURA 1,_C,PRESENCIAL,T-7,LAB-MEC,07:10,08:50,MI,LUIS EDUARDO CORONADO NOJ,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,_C,PRESENCIAL,T-7,LAB-MEC,07:10,08:50,MI,CARLOS ENRIQUE CHICOL CABRERA,,Ver Restricciones
0532 VIBRACIONES,_C,PRESENCIAL,T-3,407,13:10,14:50,MI,FREDY MAURICIO MONROY PERALTA,,Sin restricciones
0250 MECANICA DE FLUIDOS,_C,PRESENCIAL,T-3,311,15:40,17:20,MA,LUIS MANUEL SANDOVAL MENDOZA,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,C,PRESENCIAL,T-3,404,11:30,12:20,LU  MI,INGRID MARISOL FLORES ESTRADA,,Ver Restricciones
0017 AREA SOCIAL HUMANISTICA 1,C,PRESENCIAL,S-12,103,08:00,08:50,LU MA MI  VI,ANA VELA CASTRO MELLADO,,Ver Restricciones
0019 AREA SOCIAL HUMANISTICA 2,C,PRESENCIAL,S-12,305,08:00,08:50,LU MA MI  VI,EDGAR HAROLDO TORRES SOTO,,Sin restricciones
0022 PSICOLOGIA INDUSTRIAL,C,PRESENCIAL,T-3,411,08:50,09:40,MA  JU,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
0069 AREA TECNICA COMPLEMENTARIA 1,C,PRESENCIAL,S-11,105-DIB,10:40,12:20,JU,ALLEN EDUARDO RAMIREZ TOLEDO,SOFIA AIDALI VÁSQUEZ ALVARADO,Ver Restricciones
0101 AREA MATEMATICA BASICA 1,C,PRESENCIAL,S-12,402,09:00,10:40,LU MA MI  VI,MARIO RENE DE LEON GARCIA,HERIBERTO ALEJANDRO VELÁSQUEZ Y VELÁSQUEZ,Ver Restricciones
0112 AREA MATEMATICA INTERMEDIA 2,C,PRESENCIAL,T-3,211,09:00,09:50,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,DILAN CARLOS ROLANDO GARCÍA MÉNDEZ,Sin restricciones
0114 AREA MATEMATICA INTERMEDIA 3,C,PRESENCIAL,T-3,211,09:50,10:40,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,DILAN CARLOS ROLANDO GARCÍA MÉNDEZ,Sin restricciones
0116 MATEMATICA APLICADA 3,C,PRESENCIAL,T-3,105,11:30,12:20,LU  MI  VI,RENATO GIOVANNI PONCIANO SANDOVAL,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0150 FISICA 1,C,PRESENCIAL,S-12,301,09:00,09:50,LU  MI JU VI,PAMELA  CRISTINA SIKAHALL  URIZAR,HECTOR MAURICIO CACERES LARA,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,C,HÍBRIDA,HIBR,VIRTUAL,10:40,11:30,LU  MI  VI,NORA LEONOR GARCIA TOBAR,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,C,HÍBRIDA,HIBR,VIRTUAL,09:50,10:40,LU  MI  VI,NORA LEONOR GARCIA TOBAR,,Sin restricciones
0610 INFORMATICA,C,PRESENCIAL,T-3,411,11:30,12:20,MA   VI,RENATO ISAAC RIVERA PEREZ,,Ver Restricciones
0634 INGENIERIA DE METODOS,C,PRESENCIAL,T-3,216,11:30,12:20,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,,Sin restricciones
0662 LEGISLACION 1,C,PRESENCIAL,T-3,214,09:00,09:50,MA  JU,JOSE ROLANDO CHAVEZ SALAZAR,,Sin restricciones
0700 INGENIERIA ECONOMICA 1,C,HÍBRIDA,HIBR,VIRTUAL,10:40,11:30,MI,MARIO ESTUARDO ARRIOLA AVILA,,Sin restricciones
0700 INGENIERIA ECONOMICA 1,C,HÍBRIDA,HIBR,VIRTUAL,09:50,10:40,MI  VI,MARIO ESTUARDO ARRIOLA AVILA,,Sin restricciones
0732 ESTADISTICA 1,C,VIRTUAL,MEET,VIRTUAL,08:00,08:50,LU MA MI JU,LADY MARIEBELIA ELIAS ESTRADA,MICHAEL DOUGLAS PALENCIA GONZÁLEZ,Sin restricciones
0770 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,C,PRESENCIAL,T-3,310,07:10,08:50,MA  JU,MOISES EDUARDO VELASQUEZ OLIVA,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,C,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,JU VI,JOSE MANUEL RUIZ JUAREZ,,Sin restricciones
0772 ESTRUCTURAS DE DATOS,C,HÍBRIDA,HIBR,VIRTUAL,07:10,10:40,VI,LUIS FERNANDO ESPINO BARRIOS,,Sin restricciones
0773 MANEJO E IMPLEMENTACION DE ARCHIVOS,C,HÍBRIDA,HIBR,VIRTUAL,07:10,10:30,SA,OSCAR ALEJANDRO PAZ CAMPOS,,Sin restricciones
0777 ORGANIZACION DE LENGUAJES Y COMPILADORES 1,C,VIRTUAL,MEET,VIRTUAL,07:10,08:50,MA  JU,KEVIN ADIEL LAJPOP AJPACAJA,,Sin restricciones
0795 LOGICA DE SISTEMAS,C,PRESENCIAL,T-3,316,12:20,14:50,JU,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,,Sin restricciones
0799 SEMINARIO DE INVESTIGACION,C,VIRTUAL,MEET,VIRTUAL,07:10,08:50,MI,CARLOS GUSTAVO ALONZO,,Sin restricciones
0960 MATEMATICA PARA COMPUTACION 1,C,PRESENCIAL,T-3,113,12:20,13:10,LU  MI  VI,CARLOS ALFREDO ANGULO HUERGO,BRAYAN HAMLLELO ESTEVEM PRADO MARROQUÍN,Sin restricciones
0964 ORGANIZACION COMPUTACIONAL,C,PRESENCIAL,T-3,210,07:10,10:30,SA,FERNANDO JOSÉ PAZ GONZÁLEZ,,Sin restricciones
2009 PRACTICAS FINALES INGENIERIA CIENCIAS Y SISTEMAS,C,PRESENCIAL,EPS,EPS-1,20:40,21:30,MI,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,,Sin restricciones
2025 PRACTICAS INICIALES,C,PRESENCIAL,S-12,107,09:00,10:40,JU,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,,Ver Restricciones
2036 PRACTICAS INTERMEDIAS,C,VIRTUAL,MEET,VIRTUAL,09:00,10:40,MA,YOCASTA  IVANOBLA ORTIZ DEL CID,,Ver Restricciones
3022 PSICOLOGIA INDUSTRIAL (DIPLOMADO),C,PRESENCIAL,T-3,411,08:50,09:40,MA  JU,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
3116 MATEMATICA APLICADA 3 (DIPLOMADO),C,PRESENCIAL,T-3,105,11:30,12:20,LU  MI  VI,RENATO GIOVANNI PONCIANO SANDOVAL,,Sin restricciones
3662 LEGISLACION 1 (DIPLOMADO),C,PRESENCIAL,T-3,214,09:00,09:50,MA  JU,JOSE ROLANDO CHAVEZ SALAZAR,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,C,PRESENCIAL,T-3,305,09:40,10:30,SA,KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones
0770 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,C,HÍBRIDA,0000,00000000,19:00,20:40,MA,JUAN FRANCISCO URBINA SILVA,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,C,HÍBRIDA,0000,00000000,10:30,12:10,SA,HESBAN AMILCAR ARGUETA AGUILAR,,Sin restricciones
0772 ESTRUCTURAS DE DATOS,C,HÍBRIDA,0000,00000000,11:30,13:10,MI,MARCOS ARNOLDO ITZEP IXMAY,,Sin restricciones
0773 MANEJO E IMPLEMENTACION DE ARCHIVOS,C,HÍBRIDA,0000,00000000,14:00,15:40,MA,SAÚL ANDRÉ CEREZO TARACENA,,Sin restricciones
0777 ORGANIZACION DE LENGUAJES Y COMPILADORES 1,C,HÍBRIDA,0000,00000000,19:00,20:40,VI,BRANDON ANDY JEFFERSON TEJAXÚN PICHIYÁ,,Sin restricciones
0964 ORGANIZACION COMPUTACIONAL,C,PRESENCIAL,T-3,410,10:30,12:10,SA,JUAN PABLO GARCÍA CEBALLOS,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,C,PRESENCIAL,T-3,110,10:40,11:30,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,C,PRESENCIAL,T-3,311,10:40,11:30,MA  JU,JAVIER ANTONIO CERÓN ROSALES,,Sin restricciones
0634 INGENIERIA DE METODOS,C,PRESENCIAL,T-3,404,07:10,08:50,SA,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0732 ESTADISTICA 1,C,VIRTUAL,MEET,VIRTUAL,08:00,08:50,VI,MICHAEL DOUGLAS PALENCIA GONZÁLEZ,,Sin restricciones
0147 FISICA BASICA,C+,PRESENCIAL,S-12,310,08:00,08:50,LU MA  JU VI,RODOLFO   ESTUARDO QUIROA  MELENDRES,WALTER JOSUÉ OROZCO AGUIRRE,Ver Restricciones
0152 FISICA 2,C+,PRESENCIAL,T-1,L-II-2,12:20,13:10,LU MA MI  VI,BAYRON ARMANDO CUYAN CULAJAY,FRANCISCO ALBERTO NAVARRO OROZCO,Ver Restricciones
0147 FISICA BASICA,C-,PRESENCIAL,S-12,411,08:00,08:50,LU MA  JU VI,JOSE ADOLFO TUNA AGUILAR,HECTOR MAURICIO CACERES LARA,Ver Restricciones
0152 FISICA 2,C-,PRESENCIAL,T-3,309,12:20,13:10,LU MA MI  VI,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,JOSÉ LUIS MARTÍNEZ CONTRERAS,Ver Restricciones
9000 P.A.P. DE MATEMATICA PARA INGENIERIA,C1,PRESENCIAL,T-3,404,09:00,09:50,LU MA MI JU VI,INGRID MARISOL FLORES ESTRADA,,Sin restricciones
0147 FISICA BASICA,C1,PRESENCIAL,S-11,LAB-FIS1,12:20,14:00,MI,MYNOR DAVID RAMÍREZ ORELLANA,,Sin restricciones
0150 FISICA 1,C1,PRESENCIAL,S-11,LAB-FIS2,10:40,12:20,MA,MYNOR DAVID RAMÍREZ ORELLANA,,Sin restricciones
0152 FISICA 2,C1,PRESENCIAL,S-11,LAB-FIS1,14:00,15:40,JU,PEDRO PABLO GUZMAN MILIAN,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,C1,PRESENCIAL,T-7,CNC,19:00,20:40,MA,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0147 FISICA BASICA,C2,PRESENCIAL,S-11,LAB-FIS2,12:20,14:00,MI,FRANCISCO ALBERTO NAVARRO OROZCO,,Sin restricciones
0150 FISICA 1,C2,PRESENCIAL,S-11,LAB-FIS1,10:40,12:20,MA,LUIS ROBERTO CABRERA LORENZO,,Sin restricciones
0152 FISICA 2,C2,PRESENCIAL,S-11,LAB-FIS2,14:00,15:40,JU,KARINA NOHEMI RAMIREZ ORELLANA,,Sin restricciones
0147 FISICA BASICA,C3,PRESENCIAL,S-11,LAB-FIS3,12:20,14:00,MI,KIMBERLEE MELISSA HERNANDEZ BOBADILLA,,Sin restricciones
0150 FISICA 1,C3,PRESENCIAL,S-11,LAB-FIS3,10:40,12:20,MA,LUIS ENRIQUE IZQUIERDO OCHOA,,Sin restricciones
0152 FISICA 2,C3,PRESENCIAL,S-11,LAB-FIS3,14:00,15:40,JU,DANIEL ANTULIO CAMEY MARTÍNEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_D,PRESENCIAL,T-1,LAB ELEC,13:10,14:50,LU,ANA MARÍA NAVARRO  OROZCO,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,_D,PRESENCIAL,T-1,LAB ELEC,17:20,19:00,LU,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0204 CIRCUITOS ELECTRICOS 1,_D,PRESENCIAL,T-1,LAB-CIRC,11:30,13:10,MA,EDGAR YANUARIO LAJ HUN,,Sin restricciones
0206 CIRCUITOS ELECTRICOS 2,_D,PRESENCIAL,T-1,LAB-CIRC,15:40,17:20,JU,JORGE MARIO SITAVI COS,,Sin restricciones
0210 TEORIA ELECTROMAGNETICA 1,_D,PRESENCIAL,T-1,LAB TEO,08:50,10:30,SA,MATILDE LUCRECIA MARTINEZ AGUIRRE,,Sin restricciones
0230 INSTRUMENTACION ELECTRICA,_D,PRESENCIAL,T-1,LAB-ELEC,14:50,16:30,JU,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0243 COMUNICACIONES 4,_D,PRESENCIAL,T-1,LAB-ELEC,19:50,20:40,JU,INGRID SALOME RODRIGUEZ DE LOUKOTA,,Sin restricciones
0246 ELECTRONICA 3,_D,PRESENCIAL,T-1,LAB-ELEC,14:50,15:40,MI,HILDA FABIOLA ESPAÑA GIRÓN,,Sin restricciones
0258 MAQUINAS HIDRAULICAS,_D,PRESENCIAL,T-7,LAB-MEC,12:20,14:00,JU,HERBERT SAMUEL FIGUEROA AVENDAÑO,,Sin restricciones
0354 QUIMICA 3,_D,PRESENCIAL,T-5,LAB-Q2,13:10,15:40,MI,ADELA MARIA MARROQUIN GONZALEZ,JOSE ALBERTO MEDINA CALGUA,Sin restricciones
0358 QUIMICA ORGANICA 1,_D,PRESENCIAL,T-5,LAB-Q1,15:40,18:10,MA,JULIO RICARDO DIAZ PAPPA,,Sin restricciones
0362 ANALISIS CUALITATIVO,_D,PRESENCIAL,T-5,LAB-Q2,15:40,18:10,MA,CINTHYA PATRICIA ORTIZ QUIROA,,Sin restricciones
