Nombre_de_Curso,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Auxiliar,Detalle
7902 SEMINARIO DE INVESTIGACION QUIMICA,N2,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU,DIANA ORALIA SALGUERO ESPANA,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,N3,PRESENCIAL,T-3,209,15:40,16:30,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,,Ver Restricciones
7902 SEMINARIO DE INVESTIGACION QUIMICA,N3,VIRTUAL,MEET,VIRTUAL,17:20,18:10,MA  JU,EDWIN JOSÉ SARAVIA CANO,,Ver Restricciones
0348 QUIMICA GENERAL 1,N3,PRESENCIAL,T-5,LAB-Q1,18:10,19:50,MI,MARCO TULIO MORAN SEQUEN,,Sin restricciones
7902 SEMINARIO DE INVESTIGACION QUIMICA,N3,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU,DIANA ORALIA SALGUERO ESPANA,,Sin restricciones
0348 QUIMICA GENERAL 1,N4,PRESENCIAL,T-5,LAB-Q2,18:10,19:50,JU,MARCO TULIO MORAN SEQUEN,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,NI,PRESENCIAL,ITUG,1,08:00,12:20,JU,MIGUEL ANGEL ZAPETA RODRIGUEZ,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,NI,PRESENCIAL,ITUG,2,08:00,12:20,JU,MIGUEL ANGEL ZAPETA RODRIGUEZ,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,NI,PRESENCIAL,ITUG,4,08:00,12:20,JU,JOSE FERNANDO PAREDES QUIROA,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,.O,PRESENCIAL,T-7,CNC,15:40,17:20,JU,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_O,PRESENCIAL,T-1,LAB ELEC,19:00,20:40,JU,BAYRON ARMANDO CUYAN CULAJAY,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,O,PRESENCIAL,T-3,313,15:40,17:20,MA,EDGAR YANUARIO LAJ HUN,,Sin restricciones
0008 IDIOMA TECNICO 2,O,PRESENCIAL,T-3,404,13:10,14:00,LU MA MI JU,HELEN JEANNETH MARTÍNEZ SUM,KARLA JUDITH MONZÓN BARRERA,Sin restricciones
0028 ECOLOGIA,O,PRESENCIAL,T-3,401,15:40,16:30,LU  MI  VI,DAVID SAMUEL FIORINI MORALES,,Sin restricciones
0101 AREA MATEMATICA BASICA 1,O,PRESENCIAL,T-3,411,12:20,14:00,LU MA MI  VI,FRANCISCO BERNARDO R DE LA ROSA,,Ver Restricciones
0118 MATEMATICA APLICADA 1,O,PRESENCIAL,T-3,402,15:40,16:30,LU  MI  VI,JUAN ORLANDO LOPEZ OROZCO,VINICIO DAVID SANTOS ORTEGA,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,O,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,NORA LEONOR GARCIA TOBAR,,Sin restricciones
0632 INGENIERIA DE PLANTAS,O,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,LIDIA VALENTINA JÁCOME CUCÚ,,Sin restricciones
0654 CONTABILIDAD 3,O,PRESENCIAL,T-3,114,14:00,14:50,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,,Sin restricciones
0655 ADMINISTRACION FINANCIERA,O,VIRTUAL,MEET,VIRTUAL,12:20,13:10,MA  JU,SHERLY GABRIELA HERRERA ESCOBAR,,Sin restricciones
0656 ADMINISTRACION DE EMPRESAS 1,O,PRESENCIAL,T-3,113,17:20,18:10,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
0672 FUNDAMENTOS DE ADMINISTRACION,O,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU  MI  VI,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0674 FUNDAMENTOS DE MERCADOTECNIA,O,PRESENCIAL,T-3,214,18:10,19:00,MA  JU,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
0769 INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,O,HÍBRIDA,HIBR,VIRTUAL,14:50,15:40,MI,SERGIO LEONEL GOMEZ BRAVO,,Sin restricciones
0769 INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,O,HÍBRIDA,HIBR,VIRTUAL,14:50,16:30,LU,SERGIO LEONEL GOMEZ BRAVO,,Sin restricciones
2001 PRACTICAS FINALES INGENIERIA CIVIL,O,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,MAYRA REBECA GARCIA SORIA DE SIERRA,,Sin restricciones
3118 MATEMATICA APLICADA 1 (DIPLOMADO),O,PRESENCIAL,T-3,402,15:40,16:30,LU  MI  VI,JUAN ORLANDO LOPEZ OROZCO,,Sin restricciones
3656 ADMINISTRACION DE EMPRESAS 1 (DIPLOMADO),O,PRESENCIAL,T-3,113,17:20,18:10,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
7905 SEMINARIO DE INVESTIGACION INDUSTRIAL,O,PRESENCIAL,T-3,314,16:30,17:20,MA  JU,ERWIN DANILO GONZALEZ TREJO,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,O,PRESENCIAL,T-3,410,14:00,14:50,MI,INGRID MARISOL FLORES ESTRADA,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,O,PRESENCIAL,T-3,110,16:30,17:20,MA  JU,VICTOR MANUEL AVILA SARMIENTO,,Sin restricciones
0632 INGENIERIA DE PLANTAS,O,PRESENCIAL,T-3,112,07:10,08:50,SA,VICTOR MANUEL AVILA SARMIENTO,,Sin restricciones
0654 CONTABILIDAD 3,O,PRESENCIAL,T-3,113,07:10,08:50,SA,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0655 ADMINISTRACION FINANCIERA,O,PRESENCIAL,T-3,113,10:30,12:10,SA,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0674 FUNDAMENTOS DE MERCADOTECNIA,O,PRESENCIAL,T-3,112,12:10,13:50,SA,JUAN CARLOS GODINEZ OROZCO,,Sin restricciones
7905 SEMINARIO DE INVESTIGACION INDUSTRIAL,O,PRESENCIAL,T-3,110,17:20,18:10,JU,DIANA ORALIA SALGUERO ESPANA,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,OI,PRESENCIAL,ITUG,2,08:00,12:10,SA,MIGUEL ANGEL ZAPETA RODRIGUEZ,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,OI,PRESENCIAL,ITUG,1,08:00,12:10,SA,MIGUEL ANGEL ZAPETA RODRIGUEZ,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,OI,PRESENCIAL,ITUG,3,08:00,12:10,SA,JOSE FERNANDO PAREDES QUIROA,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,.P,PRESENCIAL,T-7,CNC,15:40,17:20,JU,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_P,PRESENCIAL,T-1,LAB-ELEC,08:50,10:30,SA,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0212 CONVERSION DE ENERGIA ELECTROMECANICA 1,_P,PRESENCIAL,T-1,LAB-MAQ,17:20,19:00,MA,JOSÉ LUIS MENDÓZA ALVARADO,,Sin restricciones
0214 MAQUINAS ELECTRICAS,_P,PRESENCIAL,T-1,LAB-MAQ,16:30,18:10,MI,JOSÉ LUIS MENDÓZA ALVARADO,,Sin restricciones
0224 ALTA TENSION,_P,PRESENCIAL,T-1,LAB-ELEC,10:30,12:10,SA,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,_P,VIRTUAL,MEET,VIRTUAL,07:10,09:40,SA,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,,Sin restricciones
0311 ANALISIS ESTRUCTURAL,_P,VIRTUAL,MEET,VIRTUAL,14:50,15:40,VI,LUIS ESTUARDO SARAVIA RAMIREZ,,Sin restricciones
0316 CONCRETO ARMADO 2,_P,PRESENCIAL,EXT,PREFAB,14:00,14:50,JU,YEFRY VALENTIN ROSALES JUAREZ,,Sin restricciones
0440 MICROBIOLOGIA,_P,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,JU,CARLOS SALVADOR WONG DAVI,,Sin restricciones
0001 ETICA PROFESIONAL,P,PRESENCIAL,T-1,L-II-1,13:10,14:00,LU  MI  VI,ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones
0006 IDIOMA TECNICO 1,P,PRESENCIAL,T-3,105,15:40,16:30,LU MA MI JU,HELEN JEANNETH MARTÍNEZ SUM,,Sin restricciones
0018 FILOSOFIA DE LA CIENCIA,P,PRESENCIAL,T-3,313,14:00,14:50,MA  JU,MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones
0022 PSICOLOGIA INDUSTRIAL,P,PRESENCIAL,T-3,112,18:10,19:00,MA  JU,KARLA LIZBETH MARTÍNEZ VARGAS,,Sin restricciones
0028 ECOLOGIA,P,PRESENCIAL,T-3,401,16:30,17:20,LU  MI  VI,DAVID SAMUEL FIORINI MORALES,,Sin restricciones
0069 AREA TECNICA COMPLEMENTARIA 1,P,PRESENCIAL,S-11,106-DIB,13:10,14:50,LU,ALLEN EDUARDO RAMIREZ TOLEDO,YOLANDA ELIZABETH SILVESTRE SANDOVAL,Sin restricciones
0073 DIBUJO TECNICO MECANICO,P,VIRTUAL,MEET,VIRTUAL,19:50,20:40,MI,ESDRAS FELICIANO MIRANDA OROZCO,,Sin restricciones
0090 PROGRAMACION DE COMPUTADORAS 1,P,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU  MI,JURGEN ANDONI RAMIREZ RAMÍREZ,,Sin restricciones
0092 PROGRAMACION DE COMPUTADORAS 2,P,VIRTUAL,MEET,VIRTUAL,18:10,19:00,MA  JU,HERMAN IGOR VELIZ LINARES,,Sin restricciones
0101 AREA MATEMATICA BASICA 1,P,PRESENCIAL,T-3,310,14:50,16:30,LU MA MI  VI,CESAR LEONEL OVALLE RODRIGUEZ,EDGARD ABRAHAM GARCÍA CUTZ,Sin restricciones
0103 AREA MATEMATICA BASICA 2,P,PRESENCIAL,T-3,112,14:50,16:30,LU MA MI  VI,JOSE ALBERTO BOY PIEDRASANTA,LINDA ESMERALDA NOHEMI MORALES DONIS,Sin restricciones
0112 AREA MATEMATICA INTERMEDIA 2,P,PRESENCIAL,T-3,314,15:40,16:30,LU MA MI  VI,ALEJANDRO ESTRADA MARTINEZ,MARIANO ARTURO ESTRADA ESTRADA,Sin restricciones
0114 AREA MATEMATICA INTERMEDIA 3,P,PRESENCIAL,T-3,315,15:40,16:30,LU MA MI  VI,OSCAR HUMBERTO MONTES ESTRADA,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0116 MATEMATICA APLICADA 3,P,PRESENCIAL,T-3,113,14:50,15:40,LU  MI  VI,EDER KEITH PAZ TIGUILA,MARIANO ARTURO ESTRADA ESTRADA,Sin restricciones
0147 FISICA BASICA,P,PRESENCIAL,T-3,211,14:00,14:50,LU MA  JU VI,RONAL NOE GALVEZ GARCIA,ELSA JULISSA GARCÍA LÉMUS,Sin restricciones
0150 FISICA 1,P,PRESENCIAL,T-3,212,14:00,14:50,LU  MI JU VI,CARLOS RODOLFO MARTINEZ GIRON,WILBER STEVEN ZUÑIGA RUANO,Sin restricciones
0152 FISICA 2,P,PRESENCIAL,T-1,L-II-2,14:50,15:40,LU MA MI  VI,BAYRON ARMANDO CUYAN CULAJAY,KIMBERLEE MELISSA HERNANDEZ BOBADILLA,Sin restricciones
0154 FISICA 3,P,PRESENCIAL,T-3,105,18:10,19:00,LU  MI JU VI,ERICK ESTUARDO HERNANDEZ GARCIA,RODOLFO ALEXANDER RAMOS DE LEÓN,Sin restricciones
0156 FISICA 4,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,LU MA MI  VI,RICARDO ENRIQUE CONTRERAS FOLGAR,RODOLFO ALEXANDER RAMOS DE LEÓN,Sin restricciones
0172 MECANICA ANALITICA 2,P,PRESENCIAL,T-3,309,16:30,17:20,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,MAXEL ANTONI YONATHAN FAJARDO ESPINO,Sin restricciones
0173 ANALISIS MECANICO,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,LU MA MI  VI,MURPHY OLYMPO PAIZ RECINOS,,Sin restricciones
0201 INSTALACIONES ELECTRICAS (CIVIL),P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,P,PRESENCIAL,T-3,214,17:20,18:10,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0206 CIRCUITOS ELECTRICOS 2,P,PRESENCIAL,T-3,211,16:30,17:20,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,,Sin restricciones
0210 TEORIA ELECTROMAGNETICA 1,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA,VÍCTOR RENÉ PÉREZ MAYÉN,,Sin restricciones
0210 TEORIA ELECTROMAGNETICA 1,P,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,VÍCTOR RENÉ PÉREZ MAYÉN,,Sin restricciones
0230 INSTRUMENTACION ELECTRICA,P,PRESENCIAL,T-3,114,18:10,19:00,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0233 ELECTRONICA APLICADA 1,P,PRESENCIAL,T-3,110,16:30,17:20,LU  MI  VI,HECTOR FRANCISCO REYES FRANCO,,Sin restricciones
0234 ELECTRONICA 4,P,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU  MI  VI,HECTOR FRANCISCO REYES FRANCO,,Sin restricciones
0236 SISTEMAS DE CONTROL 1,P,VIRTUAL,MEET,VIRTUAL,18:10,19:00,LU  MI  VI,GUSTAVO BENIGNO OROZCO GODINEZ,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,P,VIRTUAL,MEET,VIRTUAL,18:10,19:50,MA,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,P,VIRTUAL,MEET,VIRTUAL,19:50,20:40,JU,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,,Sin restricciones
0243 COMUNICACIONES 4,P,PRESENCIAL,T-3,404,19:00,19:50,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,,Sin restricciones
0244 COMUNICACIONES 2,P,PRESENCIAL,T-7,101,19:00,19:50,MA,LUIS EDUARDO DURAN CORDOVA,,Sin restricciones
0244 COMUNICACIONES 2,P,PRESENCIAL,T-7,101,15:40,17:20,JU,LUIS EDUARDO DURAN CORDOVA,,Sin restricciones
0252 HIDRAULICA,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,LUIS EDUARDO PORTILLO ESPAÑA,,Sin restricciones
0254 HIDROLOGIA,P,HÍBRIDA,HIBR,VIRTUAL,15:40,16:30,LU  MI  VI,CLAUDIO CESAR CASTAÑON CONTRERAS,,Sin restricciones
0280 INGENIERIA SANITARIA 1,P,PRESENCIAL,T-3,414,17:20,18:10,MA,NORMAN LEONEL SIGUI GIL,,Sin restricciones
0280 INGENIERIA SANITARIA 1,P,PRESENCIAL,T-3,414,17:20,19:00,JU,NORMAN LEONEL SIGUI GIL,,Sin restricciones
0281 SISTEMAS OPERATIVOS 1,P,VIRTUAL,MEET,VIRTUAL,17:20,19:00,LU  MI,SERGIO ARNALDO MENDEZ AGUILAR,,Sin restricciones
0282 INGENIERIA SANITARIA 2,P,PRESENCIAL,T-3,215,17:20,19:00,MA  JU,GUILLERMO FRANCISCO MELINI SALGUERO,,Sin restricciones
0300 RESISTENCIA DE MATERIALES 1,P,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,,Sin restricciones
0307 TIPOLOGIA ESTRUCTURAL,P,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,MA,JOSÉ ESTUARDO GALINDO ESCOBAR,,Sin restricciones
0307 TIPOLOGIA ESTRUCTURAL,P,HÍBRIDA,HIBR,VIRTUAL,16:30,18:10,JU,JOSÉ ESTUARDO GALINDO ESCOBAR,,Sin restricciones
0311 ANALISIS ESTRUCTURAL,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,,Sin restricciones
0316 CONCRETO ARMADO 2,P,PRESENCIAL,T-3,412,17:20,18:10,LU  MI  VI,LUIS ESTUARDO SARAVIA RAMIREZ,,Sin restricciones
0322 DISE\O ESTRUCTURAL 1,P,HÍBRIDA,HIBR,VIRTUAL,17:20,18:10,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,,Sin restricciones
0324 DISE\O ESTRUCTURAL 2,P,PRESENCIAL,T-3,412,18:10,19:00,LU  MI  VI,LUIS ESTUARDO SARAVIA RAMIREZ,,Sin restricciones
0332 PUENTES,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,VICTOR VINICIO BARRIOS US,,Sin restricciones
0349 QUIMICA PARA INGENIERIA CIVIL,P,PRESENCIAL,T-3,209,16:30,17:20,LU MA MI  VI,BYRON RENE AGUILAR UCK,,Sin restricciones
0434 PROCESOS QUIMICOS INDUSTRIALES,P,PRESENCIAL,T-5,302,19:00,19:50,LU  MI  VI,VICTOR MANUEL MONZON VALDEZ,,Sin restricciones
0454 METALURGIA Y METALOGRAFIA,P,PRESENCIAL,T-7,202,19:50,20:40,LU  MI  VI,HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones
0455 MATERIALES DE CONSTRUCCION 2,P,PRESENCIAL,T-7,101,16:30,17:20,LU  MI  VI,JOSE GABRIEL ORDONEZ MORALES,,Sin restricciones
0460 PAVIMENTOS,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:50,MA,WUILLIAN RICARDO YON CHAVARRIA,,Sin restricciones
0460 PAVIMENTOS,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,JU,WUILLIAN RICARDO YON CHAVARRIA,,Sin restricciones
0506 PLANTAS DE VAPOR,P,PRESENCIAL,T-7,106,18:10,19:00,LU  MI  VI,ROBERTO GUZMAN ORTIZ,,Sin restricciones
0510 INSTALACIONES MECANICAS,P,PRESENCIAL,T-7,201,16:30,17:20,MA  JU,ROBERTO GUZMAN ORTIZ,,Sin restricciones
0512 INSTRUMENTACION MECANICA,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,MA  JU,HERBERT SAMUEL FIGUEROA AVENDAÑO,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,P,PRESENCIAL,T-7,102,14:00,14:50,MA  JU,CARLOS SNELL CHICOL MORALES,,Sin restricciones
0526 DISE\O DE MAQUINAS 2,P,PRESENCIAL,T-7,202,19:00,19:50,LU  MI  VI,MILTON ALEXANDER FUENTES OROZCO,,Sin restricciones
0530 MECANISMOS,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA  JU,LUIS ALFREDO ASTURIAS ZUNIGA,,Ver Restricciones
0550 VIAS TERRESTRES 1,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,MARIO ESTUARDO ARRIOLA AVILA,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,P,VIRTUAL,MEET,VIRTUAL,19:50,20:40,LU  MI  VI,FRANCISCO ARTURO HERNANDEZ ARRIAZA,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,P,PRESENCIAL,T-3,216,19:00,19:50,LU  MI  VI,SELVIN ESTUARDO JOACHIN JUAREZ,,Sin restricciones
0632 INGENIERIA DE PLANTAS,P,PRESENCIAL,T-3,112,18:10,19:00,LU  MI  VI,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,,Sin restricciones
0634 INGENIERIA DE METODOS,P,PRESENCIAL,T-3,105,19:00,19:50,LU  MI  VI,MARIA MARTHA WOLFORD E. DE HERNANDEZ,,Sin restricciones
0639 CONTROL ESTADISTICO DE LA CALIDAD,P,PRESENCIAL,T-3,210,19:00,19:50,LU  MI  VI,JOSE ROLANDO CHAVEZ SALAZAR,,Sin restricciones
0640 CONTROL DE LA PRODUCCION,P,PRESENCIAL,T-3,112,17:20,18:10,LU  MI  VI,ALBERTO EULALIO HERNANDEZ GARCIA,,Sin restricciones
0650 CONTABILIDAD 1,P,PRESENCIAL,T-3,105,16:30,17:20,MA  JU,EDWIN JOSUE IXPATA REYES,,Sin restricciones
0656 ADMINISTRACION DE EMPRESAS 1,P,PRESENCIAL,T-3,109,19:00,19:50,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
0658 ADMINISTRACION DE PERSONAL,P,PRESENCIAL,T-3,410,18:10,19:00,LU  MI  VI,OTTO LEONEL SUÁREZ MOTA,LUIS FELIPE MENDOZA MORALES,Sin restricciones
0660 MERCADOTECNIA 1,P,PRESENCIAL,T-3,210,15:40,16:30,MA  JU,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
0664 LEGISLACION 2,P,PRESENCIAL,T-3,412,18:10,19:00,MA  JU,ALEX EVELIO CASTAÑEDA SALAZAR,,Sin restricciones
0665 MICROECONOMIA,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA  JU,ILEANA GUISELA RALDA R. DE ILLESCAS,,Sin restricciones
0666 COSTOS PRESUPUESTOS Y AVALUOS,P,PRESENCIAL,T-3,111,17:20,18:10,LU  MI  VI,GUILLERMO FRANCISCO MELINI SALGUERO,,Sin restricciones
0667 PROGRAMACION COMERCIAL 1,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA  JU,HERMAN IGOR VELIZ LINARES,,Sin restricciones
0700 INGENIERIA ECONOMICA 1,P,HÍBRIDA,HIBR,VIRTUAL,14:00,15:40,MI,ERIC RONALDO RUIZ MATIAS,,Sin restricciones
0700 INGENIERIA ECONOMICA 1,P,HÍBRIDA,HIBR,VIRTUAL,14:00,14:50,LU,ERIC RONALDO RUIZ MATIAS,,Sin restricciones
0704 INGENIERIA ECONOMICA 3,P,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,JORGE RODOLFO GARCIA CARRERA,,Sin restricciones
0706 PREPARACION Y EVALUACION DE PROYECTOS 1,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,ALEJANDRO CASTAÑON LOPEZ,,Sin restricciones
0708 PREPARACION Y EVALUACION DE PROYECTOS 2,P,PRESENCIAL,T-1,L-II-1,19:00,19:50,LU  MI  VI,ISMAEL HOMERO JEREZ GONZALEZ,,Sin restricciones
0710 PLANEAMIENTO,P,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,ALEJANDRO CASTAÑON LOPEZ,,Sin restricciones
0724 TEORIA DE SISTEMAS 2,P,VIRTUAL,MEET,VIRTUAL,17:20,19:00,LU  MI,CESAR AUGUSTO FERNANDEZ CACERES,,Sin restricciones
0732 ESTADISTICA 1,P,PRESENCIAL,T-3,412,15:40,16:30,LU MA MI JU,LUIS MANFREDO REYES CHAVEZ,WALTER DODANIM LÓPEZ GÓMEZ,Sin restricciones
0734 ESTADISTICA 2,P,VIRTUAL,MEET,VIRTUAL,16:30,17:20,LU MA  JU VI,MARIA EUGENIA AGUILAR BOBADILLA,JOSÉ ROBERTO CANAHUÍ TOBIAS,Sin restricciones
0769 INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,P,VIRTUAL,MEET,VIRTUAL,19:00,19:50,MA,EDGAR FRANCISCO RODAS ROBLEDO,,Sin restricciones
0769 INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,P,VIRTUAL,MEET,VIRTUAL,19:00,20:40,JU,EDGAR FRANCISCO RODAS ROBLEDO,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,P,HÍBRIDA,HIBR,VIRTUAL,17:20,19:00,LU  MI,FERNANDO JOSÉ PAZ GONZÁLEZ,,Sin restricciones
0787 SISTEMAS ORGANIZACIONALES Y GERENCIALES 2,P,VIRTUAL,MEET,VIRTUAL,19:00,20:40,MA  JU,LUIS ALBERTO VETTORAZZI ESPANA,,Sin restricciones
0960 MATEMATICA PARA COMPUTACION 1,P,PRESENCIAL,T-3,111,18:10,19:00,LU  MI  VI,CARLOS ALBERTO GARRIDO LOPEZ,BRAYAN HAMLLELO ESTEVEM PRADO MARROQUÍN,Sin restricciones
0962 MATEMATICA PARA COMPUTACION 2,P,PRESENCIAL,T-3,310,17:20,18:10,LU  MI  VI,CARLOS ALBERTO GARRIDO LOPEZ,BRAYAN HAMLLELO ESTEVEM PRADO MARROQUÍN,Sin restricciones
0980 PROYECTOS DE COMPUTACION APLICADA A I.E.,P,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,JOSE ANIBAL SILVA DE LOS ANGELES,,Sin restricciones
0991 LENGUAJES DE PROGRAMACION APLICADOS A I.E.,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,EDGAR FRANCISCO RODAS ROBLEDO,,Sin restricciones
2001 PRACTICAS FINALES INGENIERIA CIVIL,P,PRESENCIAL,EPS,EPS-1,20:40,21:30,VI,OSCAR ARGUETA HERNANDEZ,,Sin restricciones
2025 PRACTICAS INICIALES,P,PRESENCIAL,EPS,EPS-1,10:40,12:20,JU,MANUEL ALFREDO ARRIVILLAGA OCHAETA,,Ver Restricciones
2036 PRACTICAS INTERMEDIAS,P,PRESENCIAL,T-3,113,14:00,15:40,MA,MANUEL ALFREDO ARRIVILLAGA OCHAETA,,Ver Restricciones
3022 PSICOLOGIA INDUSTRIAL (DIPLOMADO),P,PRESENCIAL,T-3,112,18:10,19:00,MA  JU,KARLA LIZBETH MARTÍNEZ VARGAS,,Sin restricciones
3116 MATEMATICA APLICADA 3 (DIPLOMADO),P,PRESENCIAL,T-3,113,14:50,15:40,LU  MI  VI,EDER KEITH PAZ TIGUILA,,Sin restricciones
3656 ADMINISTRACION DE EMPRESAS 1 (DIPLOMADO),P,PRESENCIAL,T-3,109,19:00,19:50,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,,Sin restricciones
3658 ADMINISTRACION DE PERSONAL (DIPLOMADO),P,PRESENCIAL,T-3,410,18:10,19:00,LU  MI  VI,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
3664 LEGISLACION 2 (DIPLOMADO),P,PRESENCIAL,T-3,412,18:10,19:00,MA  JU,ALEX EVELIO CASTAÑEDA SALAZAR,,Sin restricciones
3710 PLANEAMIENTO (DIPLOMADO),P,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,ALEJANDRO CASTAÑON LOPEZ,,Sin restricciones
7905 SEMINARIO DE INVESTIGACION INDUSTRIAL,P,PRESENCIAL,T-3,402,15:40,16:30,MA  JU,HUGO LEONEL ALVARADO DE LEON,,Sin restricciones
7991 SEMINARIO DE INVESTIGACION CIVIL,P,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA  JU,JUAN CARLOS LINARES CRUZ,,Sin restricciones
